"Centre Code","Centre Name","Centre Type","All Student Count","Enrolment Effective","Actual Address Line 1","Actual Address Line 2","Actual Address Line 3","Actual Address Post Code","OIC Title","Postal Address 1","Postal Address 2","Postal Address 3","Postal Address Post Code","Band","Phone Number","Restrict Contact to Outside Teaching Hours","Fax Number","Internet Site","Official Low Year Level","Official High Year Level","Geographic Region","Federal Electorate","State Electorate","Local Government Area"
"5050","St Bernard's School (Upper Mount Gravatt)","Non-State School","","","1823 Logan Road","Upper Mount Gravatt","","4122","Principal","1823 Logan Road","Upper Mount Gravatt","","4122","","(07) 3849 4800","N","(07) 3349 1436","www.stbernards.qld.edu.au/","PY","07","Metropolitan","Bonner","Mansfield","Brisbane (C)"
"5415","St Brendan's College (Yeppoon)","Non-State School","","","139 Adelaide Park Road","Yeppoon","","4703","Principal","139 Adelaide Park Road","Yeppoon","","4703","","(07) 4939 9300","N","(07) 4939 5273","www.stbrendans.qld.edu.au","08","12","Central Queensland","Capricornia","Keppel","Rockhampton (R)"
"5051","St Brendan's Primary School (Moorooka)","Non-State School","","","Hawtree Street","Moorooka","","4105","Principal","Hawtree Street","Moorooka","","4105","","(07) 3275 2081","N","(07) 3216 7873","www.stbrendansmoorooka.qld.edu.au","PY","07","Metropolitan","Moreton","Yeerongpilly","Brisbane (C)"
"5522","St Brigid's Catholic Primary School (Nerang)","Non-State School","","","39-49 McLaren Road","Nerang","","4211","Principal","PO Box 880","Nerang","","4211","","(07) 5596 4188","N","(07) 5596 3629","www.sb.qld.edu.au","PY","07","South East","Moncrieff","Gaven","Gold Coast (C)"
"5120","St Brigid's Primary School (Rosewood)","Non-State School","","","Railway Street","Rosewood","","4340","Principal","PO Box 121","Rosewood","","4340","","(07) 5464 1563","N","(07) 5464 2112","www.stbrigidsrosewood.qld.edu.au","PY","07","Metropolitan","Blair","Ipswich West","Ipswich (C)"
"5238","St Catherine's Catholic College (Proserpine (Marathon Street))","Non-State School","","","69 Marathon Street","Proserpine","","4800","Principal","PO Box 372","Proserpine","","4800","","(07) 4945 1081","N","(07) 4945 2075","www.prspne.tsv.catholic.edu.au","PY","07","North Queensland","Dawson","Whitsunday","Whitsunday (R)"
"7578","St Catherine's Catholic College (Proserpine (Renwick Road))","Associated Facility","","","Lot 56 Renwick Road","Proserpine","","4800","Principal","PO Box 372","Proserpine","","4800","","","N","","","04","12","North Queensland","Dawson","Whitsunday","Whitsunday (R)"
"5053","St Catherines Catholic Primary School (Wishart)","Non-State School","","","388 Newnham Road","Wishart","","4122","Principal","388 Newnham Road","Wishart","","4122","","(07) 3349 7188","N","(07) 3849 1409","www.stcatherinescps.qld.edu.au","PY","07","Metropolitan","Bonner","Mansfield","Brisbane (C)"
"6138","St Clare's Catholic School","Non-State School","","","Burdell Drive","Burdell","","4818","Principal","PO Box 414","Deeragun","","4818","","(07) 4760 6900","N","(07) 4774 3489","www.tsv.catholic.edu.au/our_schools","PY","07","North Queensland","Herbert","Hinchinbrook","Townsville (C)"
"5273","St Clare's School (Tully)","Non-State School","","","13 Mars Street","Tully","","4854","Principal","PO Box 97","Tully","","4854","","(07) 4068 1527","N","(07) 4068 2484","www.stclares.qld.edu.au","PY","07","Far North Queensland","Kennedy","Hinchinbrook","Cassowary Coast (R)"
"5239","St Colman's School (Home Hill)","Non-State School","","","Eleventh Avenue","Home Hill","","4806","Principal","PO Box 243","Home Hill","","4806","","(07) 4782 2030","N","(07) 4782 1210","www.scshh.catholic.edu.au","PY","07","North Queensland","Dawson","Burdekin","Burdekin (S)"
"5302","St Columban's College (Caboolture)","Non-State School","","","100 McKean Street","Caboolture","","4510","Principal","PO Box 1254","Caboolture","","4510","","(07) 5495 3111","N","(07) 5495 3211","www.stc.qld.edu.au","08","12","North Coast","Longman","Pumicestone","Moreton Bay (R)"
"5055","St Columba's Primary School (Wilston)","Non-State School","","","Kedron Brook Road","Wilston","","4051","Principal","Kedron Brook Road","Wilston","","4051","","(07) 3356 9866","N","(07) 3856 4717","www.stcolumbaswilston.qld.edu.au","PY","07","Metropolitan","Brisbane","Stafford","Brisbane (C)"
"5057","St Dympna's Parish School (Aspley)","Non-State School","","","491 Robinson Road","Aspley","","4034","Principal","491 Robinson Road","Aspley","","4034","","(07) 3263 6788","N","(07) 3263 7551","www.stdympnas.qld.edu.au","PY","07","Metropolitan","Lilley","Nudgee","Brisbane (C)"
"5364","St Edmund's College","Non-State School","","","Mary Street","Woodend","","4305","Principal","Mary Street","Woodend","","4305","","(07) 3810 4400","N","(07) 3812 2701","www.sec.qld.edu.au","08","12","Metropolitan","Blair","Ipswich","Ipswich (C)"
"5004","St Edward the Confessor School (Daisy Hill)","Non-State School","","","104 Chatswood Road","Daisy Hill","","4127","Principal","104 Chatswood Road","Daisy Hill","","4127","","(07) 3208 0922","N","(07) 3208 0205","www.stedwards.qld.edu.au","PY","07","South East","Rankin","Springwood","Logan (C)"
"5059","St Elizabeth's School (Ekibin)","Non-State School","","","55 Effingham Street","Tarragindi","","4121","Principal","55 Effingham Street","Tarragindi","","4121","","(07) 3848 0828","N","(07) 3892 1930","www.stelizabeths.qld.edu.au","PY","07","Metropolitan","Moreton","Yeerongpilly","Brisbane (C)"
"5431","St Eugene College","Non-State School","","","138 Station Road","Burpengary","","4505","Principal","PO Box 598","Burpengary","","4505","","(07) 3888 4749","N","(07) 3888 5151","www.steugene.qld.edu.au","PY","11","North Coast","Longman","Morayfield","Moreton Bay (R)"
"5062","St Finbarr's School (Ashgrove)","Non-State School","","","Betheden Terrace","Ashgrove","","4060","Principal","Betheden Terrace","Ashgrove","","4060","","(07) 3366 1397","N","(07) 3366 5378","www.stfinbarrsashgrove.qld.edu.au","PY","07","Metropolitan","Brisbane","Ashgrove","Brisbane (C)"
"5165","St Finbarr's School (Quilpie)","Non-State School","","","Jabiru Street","Quilpie","","4480","Principal","PO Box 34","Quilpie","","4480","","(07) 4656 1412","N","(07) 4656 1306","www.twb.catholic.edu.au","PY","07","Darling Downs South West","Maranoa","Gregory","Quilpie (S)"
"5063","St Flannan's School (Zillmere)","Non-State School","","","420 Beams Road","Zillmere","","4034","Principal","420 Beams Road","Zillmere","","4034","","(07) 3265 3666","N","(07) 3265 3722","www.stflannans.qld.edu.au","PY","07","Metropolitan","Lilley","Nudgee","Brisbane (C)"
"5400","St Francis Catholic Primary School","Non-State School","","","Francis Way","Tannum Sands","","4680","Principal","PO Box 3506","Tannum Sands","","4680","","(07) 4973 3600","N","(07) 4973 3611","www.sfts.rok.catholic.edu.au","PY","07","Central Queensland","Flynn","Gladstone","Gladstone (R)"
"5164","St Francis' College (Marsden)","Non-State School","","","64 Julie Street","Crestmead","","4132","Principal","PO Box 1154","Browns Plains","","4118","","(07) 3803 6166","N","(07) 3803 4507","www.sfcc.qld.edu.au","PY","12","South East","Rankin","Logan","Logan (C)"
"5166","St Francis De Sales School (Clifton)","Non-State School","","","Meara Place","Clifton","","4361","Principal","PO Box 27","Clifton","","4361","","(07) 4697 3366","N","(07) 4697 3067","www.clifton.catholic.edu.au","PY","07","Darling Downs South West","Maranoa","Condamine","Toowoomba (R)"
"5243","St Francis' School (Ayr)","Non-State School","","","99 Edward Street","Ayr","","4807","Principal","99 Edward Street","Ayr","","4807","","(07) 4783 2877","N","(07) 4783 3978","www.ayr.tsv.catholic.edu.au","PY","07","North Queensland","Dawson","Burdekin","Burdekin (S)"
"5242","St Francis' School (Hughenden)","Non-State School","","","8 Flinders Street","Hughenden","","4821","Principal","PO Box 69","Hughenden","","4821","","(07) 4741 1382","N","(07) 4741 1519","www2.hghn.tsv.catholic.edu.au","PY","07","North Queensland","Kennedy","Mount Isa","Flinders (S)"
"5200","St Francis Xavier Catholic Primary School (Mackay)","Non-State School","","","Mackenzie Street","Mackay West","","4740","Principal","PO Box 5495","Mackay MC","","4740","","(07) 4951 1861","N","(07) 4951 2910","www.sfxrok.catholic.edu.au","PY","07","Central Queensland","Dawson","Mackay","Mackay (R)"
"5121","St Francis Xavier School (Runaway Bay)","Non-State School","","","Bayview Street","Runaway Bay","","4216","Principal","PO Box 119","Runaway Bay","","4216","","(07) 5537 2633","N","(07) 5537 9946","www.sfx.qld.edu.au","PY","07","South East","Fadden","Broadwater","Gold Coast (C)"
"5064","St Francis Xavier's School (Goodna)","Non-State School","","","Church Street","Goodna","","4300","Principal","PO Box 402","Goodna","","4300","","(07) 3818 0100","N","(07) 3818 2171","www.stfrancisxavier.qld.edu.au","PY","07","Metropolitan","Oxley","Bundamba","Ipswich (C)"
"5275","St Francis Xavier's School (Manunda)","Non-State School","","","5 Atkinson Street","Manunda","","4870","Acting Principal","PO Box 95","Manunda","","4870","","(07) 4053 1158","N","(07) 4053 7566","www.xaviercairns.qld.edu.au","PY","07","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"2207","St George SS - Special Education Program","Special Education Program","0","February 2012","Grey Street","St George","","4487","Head of Special Education Services","PO Box 231","St George","","4487","05","(07) 4620 8333","N","(07) 4620 8300","","0P","07","Darling Downs South West","Maranoa","Warrego","Balonne (S)"
"2143","St George State High School","State High School","209","February 2012","2 Victoria Street","St George","","4487","Principal","PO Box 209","St George","","4487","08","(07) 4620 8222","N","(07) 4620 8200","www.stgeorgeshs.eq.edu.au","08","12","Darling Downs South West","Maranoa","Warrego","Balonne (S)"
"0134","St George State School","State School","215","February 2012","Grey Street","St George","","4487","Principal","PO Box 231","St George","","4487","08","(07) 4620 8333","N","(07) 4620 8300","www.stgeorgess.eq.edu.au","PY","07","Darling Downs South West","Maranoa","Warrego","Balonne (S)"
"5065","St Gerard Majella Primary School (Woree)","Non-State School","","","63 Anderson Road","Woree","","4868","Principal","PO Box 12131","Cairns","","4870","","(07) 4054 4805","N","(07) 4054 6433","www.sgmcairns.qld.edu.au","PY","07","Far North Queensland","Leichhardt","Cairns","Cairns (R)"
"0236","St Helens State School","State School","276","February 2012","891 Saltwater Creek Road","Maryborough","","4650","Principal","891 Saltwater Creek Road","Maryborough","","4650","07","(07) 4120 2222","N","(07) 4120 2200","www.sthelensss.eq.edu.au","PY","07","North Coast","Wide Bay","Maryborough","Fraser Coast (R)"
"5457","St Hilda's School (Southport)","Non-State School","","","52 High Street","Southport","","4215","Head of School","PO Box 290","Southport","","4215","","(07) 5532 4922","N","(07) 5591 5352","www.sthildas.qld.edu.au","PY","12","South East","Moncrieff","Southport","Gold Coast (C)"
"5066","St Ignatius School (Toowong)","Non-State School","","","46 Grove Street","Toowong","","4066","Principal","46 Grove Street","Toowong","","4066","","(07) 3371 1094","N","(07) 3870 8685","www.stignatiustoowong.qld.edu.au","PY","07","Metropolitan","Ryan","Mount Coot-tha","Brisbane (C)"
"5067","St Ita's Regional Primary School","Non-State School","","","249 Gladstone Road","Dutton Park","","4102","Principal","PO Box 6222","Fairfield Gardens","","4103","","(07) 3844 2975","N","(07) 3844 2230","www.stitasduttonpark.qld.edu.au","PY","07","Metropolitan","Griffith","South Brisbane","Brisbane (C)"
"5304","St James College","Non-State School","","","201 Boundary Street","Brisbane","","4000","Principal","201 Boundary Street","Brisbane","","4000","","(07) 3839 4977","N","(07) 3839 3058","www.stjamescollege.qld.edu.au","08","12","Metropolitan","Brisbane","Brisbane Central","Brisbane (C)"
"5311","St James Lutheran College","Non-State School","","","138-172 Pantlins Lane","Urraween","","4655","Principal","138-172 Pantlins Lane","Pialba","","4655","","(07) 4128 5500","N","(07) 4128 5555","www.stjameslc.qld.edu.au","PY","09","North Coast","Hinkler","Hervey Bay","Fraser Coast (R)"
"5069","St James Primary School (Coorparoo)","Non-State School","","","92 Kirkland Avenue","Coorparoo","","4151","Principal","PO Box 1617","Coorparoo","","4151","","(07) 3397 0396","N","(07) 3847 3337","www.stjames.qld.edu.au","PY","07","Metropolitan","Griffith","South Brisbane","Brisbane (C)"
"5070","St Joachim's School (Holland Park)","Non-State School","","","41 Yuletide Street","Holland Park","","4121","Principal","PO Box 134","Holland Park","","4121","","(07) 3397 9087","N","(07) 3847 3066","www.stjoachimscps.qld.edu.au","PY","07","Metropolitan","Griffith","Greenslopes","Brisbane (C)"
"5245","St John Bosco's School (Collinsville)","Non-State School","","","25 Blake Street","Collinsville","","4804","Principal","PO Box 130","Collinsville","","4804","","(07) 4785 5276","N","(07) 4785 5783","www.colinvle.tsv.catholic.edu.au","PY","07","North Queensland","Capricornia","Burdekin","Whitsunday (R)"
"5346","St John Fisher College (Bracken Ridge)","Non-State School","","","John Fisher Drive","Bracken Ridge","","4017","Principal","John Fisher Drive","Bracken Ridge","","4017","","(07) 3269 8188","N","(07) 3869 0216","www.sjfc.qld.edu.au","08","12","Metropolitan","Petrie","Sandgate","Brisbane (C)"
"5202","St John the Baptist Catholic Primary School","Non-State School","","","J Hickey Avenue","Gladstone","","4680","Principal","J Hickey Avenue","Gladstone","","4680","","(07) 4978 1799","N","(07) 4978 3943","www.sjg.rok.catholic.edu.au","PY","07","Central Queensland","Flynn","Gladstone","Gladstone (R)"
"5072","St John Vianney's Primary School","Non-State School","","","15 Oceana Terrace","Manly","","4179","Principal","15 Oceana Terrace","Manly","","4179","","(07) 3396 6380","N","(07) 3396 0255","www.sjv.qld.edu.au","PY","07","Metropolitan","Bonner","Lytton","Brisbane (C)"
"5459","St John's Anglican College","Non-State School","","","College Avenue","Forest Lake","","4078","Head of College","PO Box 4078","Forest Lake","","4078","","(07) 3372 0111","N","(07) 3372 0192","www.forestlakecollege.com.au","07","12","Metropolitan","Oxley","Algester","Brisbane (C)"
"2490","St John's Anglican College (Alpine Place Campus)","Associated Facility","","","Alpine Place","Forest Lake","","4078","Head of College","PO Box 4078","Forest Lake","","4078","","(07) 3372 0111","N","(07) 3372 0192","www.forestlakecollege.com.au","PY","06","Metropolitan","Oxley","Inala","Brisbane (C)"
"5201","St John's Catholic School (Walkerston)","Non-State School","","","23 Creek Street","Walkerston","","4751","Principal","PO Box 314","Walkerston","","4751","","(07) 4959 2445","N","(07) 4959 2104","www.sjwa.rok.catholic.edu.au","PY","07","Central Queensland","Capricornia","Mirani","Mackay (R)"
"5125","St John's College (Nambour)","Non-State School","","","Perwillowen Road","Nambour","","4560","Principal","Perwillowen Road","Nambour","","4560","","(07) 5441 5666","N","(07) 5441 7399","www.stjohns.qld.edu.au","08","12","North Coast","Fairfax","Nicklin","Sunshine Coast (R)"
"5766","St John's Lutheran Primary School (Bundaberg)","Non-State School","","","24 George Street","Bundaberg","","4670","Principal","24 George Street","Bundaberg","","4670","","(07) 4132 6888","N","(07) 4132 6810","www.stjohnsbundaberg.qld.edu.au","PY","07","North Coast","Hinkler","Bundaberg","Bundaberg (R)"
